class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
59941,14,2,C3+C4,2,0,C3: (1 1 0) -> (2 3 0) ; C4: (3 1 1 0) -> (0 2 3 0)
59945,11,2,C3+C4,6,0,C3: (1 1 0) -> (3 0 1) ; C4: (2 1 1 0) -> (0 3 0 1)
59946,13,3,C3+C4+F4,3,1q^3 + 4q^4 + 4q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 0) -> (3 0 2) ; C4: (3 1 1 0) -> (0 3 0 2) ; F4: (3 0 1 1) -> (0 2 0 3)
59948,10,3,C3+C4+F4,9,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 1 0) -> (3 1 0) ; C4: (2 1 1 0) -> (0 3 1 0) ; F4: (1 0 1 1) -> (0 0 1 3)
59949,14,2,C3+C4,2,0,C3: (1 1 0) -> (3 1 1) ; C4: (3 1 1 0) -> (0 3 1 1)
59952,14,3,C3+C4+F4,4,1q^2 + 3q^3 + 3q^4 + 5q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,C3: (1 1 0) -> (3 2 0) ; C4: (3 1 1 0) -> (0 3 2 0) ; F4: (2 0 1 1) -> (0 0 2 3)
59956,12,2,C3+F4,2,1q^3 + 3q^4 + 6q^5 + 7q^6 + 9q^7 + 7q^8 + 6q^9 + 4q^10 + 3q^11 + 1q^12 + 1q^13,C3: (1 1 0) -> (3 3 0) ; F4: (3 0 1 1) -> (0 0 3 3)
59960,13,2,C3+C4,4,0,C3: (1 1 1) -> (0 1 3) ; C4: (1 1 1 1) -> (0 0 1 3)
59961,13,3,C3+C4+F4,6,1q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 1) -> (0 2 2) ; C4: (1 1 1 1) -> (0 0 2 2) ; F4: (2 1 1 1) -> (0 2 2 0)
59962,12,2,C3+C4,3,0,C3: (1 1 1) -> (0 2 3) ; C4: (2 1 1 1) -> (0 0 2 3)
59963,13,2,C3+C4,4,0,C3: (1 1 1) -> (0 3 1) ; C4: (1 1 1 1) -> (0 0 3 1)
59964,11,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 6q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 1) -> (0 3 2) ; C4: (2 1 1 1) -> (0 0 3 2) ; F4: (3 1 1 1) -> (0 2 3 0)
59965,13,2,C3+C4,2,0,C3: (1 1 1) -> (0 3 3) ; C4: (3 1 1 1) -> (0 0 3 3)
59966,10,3,C3+C4+F4,39,1q^2 + 2q^3 + 1q^4 + 1q^5,C3: (1 1 1) -> (1 0 3) ; C4: (1 1 1 1) -> (0 1 0 3) ; F4: (2 1 1 1) -> (0 3 0 1)
59967,10,2,C3+C4,48,0,C3: (1 1 1) -> (1 1 2) ; C4: (1 1 1 1) -> (0 1 1 2)
59968,11,3,C3+C4+F4,4,2q^3 + 4q^4 + 6q^5 + 5q^6 + 3q^7 + 2q^8 + 1q^9,C3: (1 1 1) -> (1 1 3) ; C4: (2 1 1 1) -> (0 1 1 3) ; F4: (3 1 1 1) -> (0 3 1 1)
59969,9,3,C3+C4+F4,90,1q + 3q^2 + 2q^3 + 1q^4,C3: (1 1 1) -> (1 2 1) ; C4: (1 1 1 1) -> (0 1 2 1) ; F4: (1 1 1 1) -> (0 1 2 1)
59970,12,2,C3+C4,3,0,C3: (1 1 1) -> (1 2 2) ; C4: (2 1 1 1) -> (0 1 2 2)
59971,13,2,C3+C4,2,2q^4 + 7q^5 + 11q^6 + 14q^7 + 11q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 1 1) -> (1 2 3) ; C4: (3 1 1 1) -> (0 1 2 3)
59972,8,2,C3+C4,171,0,C3: (1 1 1) -> (1 3 0) ; C4: (1 1 1 1) -> (0 1 3 0)
59973,12,3,C3+C4+F4,5,1q^2 + 4q^3 + 7q^4 + 5q^5 + 3q^6 + 2q^7 + 1q^8,C3: (1 1 1) -> (1 3 1) ; C4: (2 1 1 1) -> (0 1 3 1) ; F4: (2 1 1 1) -> (0 1 3 1)
59974,13,2,C3+C4,2,0,C3: (1 1 1) -> (1 3 2) ; C4: (3 1 1 1) -> (0 1 3 2)
59976,12,2,C3+C4,3,0,C3: (1 1 1) -> (2 0 3) ; C4: (2 1 1 1) -> (0 2 0 3)
59977,12,3,C3+C4+F4,5,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 1 1) -> (2 1 2) ; C4: (2 1 1 1) -> (0 2 1 2) ; F4: (2 1 1 1) -> (0 2 1 2)
59978,13,2,C3+C4,2,0,C3: (1 1 1) -> (2 1 3) ; C4: (3 1 1 1) -> (0 2 1 3)
59979,12,2,C3+C4,3,0,C3: (1 1 1) -> (2 2 1) ; C4: (2 1 1 1) -> (0 2 2 1)
59980,12,3,C3+C4+F4,3,2q^3 + 7q^4 + 13q^5 + 12q^6 + 11q^7 + 6q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 1 1) -> (2 2 2) ; C4: (3 1 1 1) -> (0 2 2 2) ; F4: (3 1 1 1) -> (0 2 2 2)
59982,11,3,C3+C4+F4,6,2q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 1) -> (2 3 0) ; C4: (2 1 1 1) -> (0 2 3 0) ; F4: (1 1 1 1) -> (0 0 3 2)
59983,13,2,C3+C4,2,0,C3: (1 1 1) -> (2 3 1) ; C4: (3 1 1 1) -> (0 2 3 1)
59986,9,2,C3+C4,24,0,C3: (1 1 1) -> (3 0 2) ; C4: (2 1 1 1) -> (0 3 0 2)
59987,12,3,C3+C4+F4,3,1q^3 + 5q^4 + 5q^5 + 6q^6 + 4q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 1) -> (3 0 3) ; C4: (3 1 1 1) -> (0 3 0 3) ; F4: (3 1 1 1) -> (0 3 0 3)
59988,8,3,C3+C4+F4,39,1q + 2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 1 1) -> (3 1 1) ; C4: (2 1 1 1) -> (0 3 1 1) ; F4: (1 1 1 1) -> (0 1 1 3)
59989,13,2,C3+C4,2,0,C3: (1 1 1) -> (3 1 2) ; C4: (3 1 1 1) -> (0 3 1 2)
59991,9,2,C3+C4,30,0,C3: (1 1 1) -> (3 2 0) ; C4: (2 1 1 1) -> (0 3 2 0)
59992,13,3,C3+C4+F4,4,1q^2 + 5q^3 + 7q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 1 1) -> (3 2 1) ; C4: (3 1 1 1) -> (0 3 2 1) ; F4: (2 1 1 1) -> (0 1 2 3)
59995,13,2,C3+C4,2,0,C3: (1 1 1) -> (3 3 0) ; C4: (3 1 1 1) -> (0 3 3 0)
59996,12,2,C3+F4,2,1q^3 + 6q^4 + 12q^5 + 16q^6 + 18q^7 + 14q^8 + 10q^9 + 7q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 1 1) -> (3 3 1) ; F4: (3 1 1 1) -> (0 1 3 3)
59999,12,3,C3+C4+F4,9,1q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 1 2) -> (0 2 3) ; C4: (1 1 1 2) -> (0 0 2 3) ; F4: (2 2 1 1) -> (0 3 2 0)
60000,12,2,C3+C4,11,0,C3: (1 1 2) -> (0 3 2) ; C4: (1 1 1 2) -> (0 0 3 2)
60001,12,3,C3+C4+F4,4,1q^3 + 4q^4 + 5q^5 + 6q^6 + 4q^7 + 3q^8 + 1q^9 + 1q^10,C3: (1 1 2) -> (0 3 3) ; C4: (2 1 1 2) -> (0 0 3 3) ; F4: (3 2 1 1) -> (0 3 3 0)
60002,13,2,C3+C4,3,0,C3: (1 1 2) -> (1 2 3) ; C4: (2 1 1 2) -> (0 1 2 3)
60003,13,3,C3+C4+F4,5,1q^2 + 4q^3 + 7q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 1 2) -> (1 3 2) ; C4: (2 1 1 2) -> (0 1 3 2) ; F4: (2 2 1 1) -> (0 2 3 1)
60004,14,2,C3+C4,2,0,C3: (1 1 2) -> (1 3 3) ; C4: (3 1 1 2) -> (0 1 3 3)
60005,11,3,C3+C4+F4,8,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 1 2) -> (2 1 3) ; C4: (2 1 1 2) -> (0 2 1 3) ; F4: (2 2 1 1) -> (0 3 1 2)
60006,11,2,C3+C4,9,0,C3: (1 1 2) -> (2 2 2) ; C4: (2 1 1 2) -> (0 2 2 2)
60007,13,3,C3+C4+F4,3,2q^3 + 7q^4 + 13q^5 + 13q^6 + 12q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 1 2) -> (2 2 3) ; C4: (3 1 1 2) -> (0 2 2 3) ; F4: (3 2 1 1) -> (0 3 2 2)
60008,10,3,C3+C4+F4,15,2q^2 + 4q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 1 2) -> (2 3 1) ; C4: (2 1 1 2) -> (0 2 3 1) ; F4: (1 2 1 1) -> (0 1 3 2)
60009,14,2,C3+C4,2,0,C3: (1 1 2) -> (2 3 2) ; C4: (3 1 1 2) -> (0 2 3 2)
60011,14,2,C3+C4,2,0,C3: (1 1 2) -> (3 1 3) ; C4: (3 1 1 2) -> (0 3 1 3)
60012,14,3,C3+C4+F4,4,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 1 2) -> (3 2 2) ; C4: (3 1 1 2) -> (0 3 2 2) ; F4: (2 2 1 1) -> (0 2 2 3)
60014,4,3,C3+C4+F4,100,1q^2 + 1q^3 + 1q^4,C3: (1 1 2) -> (3 3 0) ; C4: (1 1 2 0) -> (3 3 0 0) ; F4: (0 2 1 1) -> (0 0 3 3)
60015,14,2,C3+C4,2,0,C3: (1 1 2) -> (3 3 1) ; C4: (3 1 1 2) -> (0 3 3 1)
60016,13,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 20q^6 + 22q^7 + 18q^8 + 13q^9 + 8q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 1 2) -> (3 3 2) ; F4: (3 2 1 1) -> (0 2 3 3)
60018,11,3,C3+C4+F4,8,1q^2 + 4q^3 + 7q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 1 3) -> (1 3 3) ; C4: (2 1 1 3) -> (0 1 3 3) ; F4: (2 3 1 1) -> (0 3 3 1)
60019,14,2,C3+C4,2,0,C3: (1 1 3) -> (2 3 3) ; C4: (3 1 1 3) -> (0 2 3 3)
60020,12,3,C3+C4+F4,7,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 1 3) -> (3 2 3) ; C4: (3 1 1 3) -> (0 3 2 3) ; F4: (2 3 1 1) -> (0 3 2 3)
60021,12,2,C3+C4,5,0,C3: (1 1 3) -> (3 3 2) ; C4: (3 1 1 3) -> (0 3 3 2)
60022,13,2,C3+F4,2,1q^3 + 6q^4 + 14q^5 + 20q^6 + 23q^7 + 19q^8 + 14q^9 + 9q^10 + 5q^11 + 2q^12 + 1q^13,C3: (1 1 3) -> (3 3 3) ; F4: (3 3 1 1) -> (0 3 3 3)
60023,14,3,C3+C4+F4,5,1q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,C3: (1 2 0) -> (0 1 3) ; C4: (1 1 2 0) -> (0 0 1 3) ; F4: (3 0 2 1) -> (0 3 1 0)
60024,14,2,C3+C4,4,0,C3: (1 2 0) -> (0 2 2) ; C4: (1 1 2 0) -> (0 0 2 2)
60025,14,2,C3+C4,3,1q^4 + 4q^5 + 5q^6 + 5q^7 + 3q^8 + 3q^9 + 1q^10 + 1q^11,C3: (1 2 0) -> (0 2 3) ; C4: (2 1 2 0) -> (0 0 2 3)
60026,14,3,C3+C4+F4,6,1q^2 + 3q^3 + 2q^4 + 1q^5 + 1q^6,C3: (1 2 0) -> (0 3 1) ; C4: (1 1 2 0) -> (0 0 3 1) ; F4: (2 0 2 1) -> (0 1 3 0)
60027,13,2,C3+C4,3,0,C3: (1 2 0) -> (0 3 2) ; C4: (2 1 2 0) -> (0 0 3 2)
60028,13,2,C3+C4,2,2q^5 + 5q^6 + 8q^7 + 10q^8 + 10q^9 + 7q^10 + 6q^11 + 4q^12 + 3q^13 + 1q^14 + 1q^15,C3: (1 2 0) -> (0 3 3) ; C4: (3 1 2 0) -> (0 0 3 3)
60029,12,2,C3+C4,15,0,C3: (1 2 0) -> (1 0 3) ; C4: (1 1 2 0) -> (0 1 0 3)
60030,12,3,C3+C4+F4,21,2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 2 0) -> (1 1 2) ; C4: (1 1 2 0) -> (0 1 1 2) ; F4: (2 0 2 1) -> (0 2 1 1)
60031,13,2,C3+C4,3,0,C3: (1 2 0) -> (1 1 3) ; C4: (2 1 2 0) -> (0 1 1 3)
60032,11,2,C3+C4,15,0,C3: (1 2 0) -> (1 2 1) ; C4: (1 1 2 0) -> (0 1 2 1)
60033,14,3,C3+C4+F4,4,3q^3 + 6q^4 + 8q^5 + 5q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 0) -> (1 2 2) ; C4: (2 1 2 0) -> (0 1 2 2) ; F4: (3 0 2 1) -> (0 2 2 1)
60034,13,2,C3+C4,2,0,C3: (1 2 0) -> (1 2 3) ; C4: (3 1 2 0) -> (0 1 2 3)
60035,10,3,C3+C4+F4,42,1q + 2q^2 + 1q^3 + 1q^4,C3: (1 2 0) -> (1 3 0) ; C4: (1 1 2 0) -> (0 1 3 0) ; F4: (1 0 2 1) -> (0 0 3 1)
60036,14,2,C3+C4,3,0,C3: (1 2 0) -> (1 3 1) ; C4: (2 1 2 0) -> (0 1 3 1)
60037,13,2,C3+C4,2,3q^4 + 8q^5 + 13q^6 + 15q^7 + 12q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 2 0) -> (1 3 2) ; C4: (3 1 2 0) -> (0 1 3 2)
60039,14,3,C3+C4+F4,4,1q^3 + 4q^4 + 3q^5 + 3q^6 + 1q^7 + 1q^8,C3: (1 2 0) -> (2 0 3) ; C4: (2 1 2 0) -> (0 2 0 3) ; F4: (3 0 2 1) -> (0 3 0 2)
60040,14,2,C3+C4,3,0,C3: (1 2 0) -> (2 1 2) ; C4: (2 1 2 0) -> (0 2 1 2)
60041,13,2,C3+C4,2,3q^4 + 8q^5 + 11q^6 + 11q^7 + 9q^8 + 6q^9 + 4q^10 + 2q^11 + 1q^12,C3: (1 2 0) -> (2 1 3) ; C4: (3 1 2 0) -> (0 2 1 3)
60042,14,3,C3+C4+F4,5,2q^2 + 5q^3 + 5q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 2 0) -> (2 2 1) ; C4: (2 1 2 0) -> (0 2 2 1) ; F4: (2 0 2 1) -> (0 1 2 2)
60043,12,2,C3+C4,2,0,C3: (1 2 0) -> (2 2 2) ; C4: (3 1 2 0) -> (0 2 2 2)
60045,13,2,C3+C4,3,0,C3: (1 2 0) -> (2 3 0) ; C4: (2 1 2 0) -> (0 2 3 0)
60046,13,3,C3+C4+F4,3,2q^3 + 7q^4 + 11q^5 + 12q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,C3: (1 2 0) -> (2 3 1) ; C4: (3 1 2 0) -> (0 2 3 1) ; F4: (3 0 2 1) -> (0 1 3 2)
60049,12,3,C3+C4+F4,8,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 0) -> (3 0 2) ; C4: (2 1 2 0) -> (0 3 0 2) ; F4: (2 0 2 1) -> (0 2 0 3)
60050,12,2,C3+C4,2,0,C3: (1 2 0) -> (3 0 3) ; C4: (3 1 2 0) -> (0 3 0 3)
60051,11,2,C3+C4,6,0,C3: (1 2 0) -> (3 1 1) ; C4: (2 1 2 0) -> (0 3 1 1)
60052,13,3,C3+C4+F4,3,3q^3 + 7q^4 + 9q^5 + 9q^6 + 6q^7 + 4q^8 + 2q^9 + 1q^10,C3: (1 2 0) -> (3 1 2) ; C4: (3 1 2 0) -> (0 3 1 2) ; F4: (3 0 2 1) -> (0 2 1 3)
60054,12,3,C3+C4+F4,9,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (1 2 0) -> (3 2 0) ; C4: (2 1 2 0) -> (0 3 2 0) ; F4: (1 0 2 1) -> (0 0 2 3)
60055,13,2,C3+C4,2,0,C3: (1 2 0) -> (3 2 1) ; C4: (3 1 2 0) -> (0 3 2 1)
60058,13,3,C3+C4+F4,4,1q^2 + 3q^3 + 4q^4 + 6q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,C3: (1 2 0) -> (3 3 0) ; C4: (3 1 2 0) -> (0 3 3 0) ; F4: (2 0 2 1) -> (0 0 3 3)
60062,13,2,C3+C4,4,0,C3: (1 2 1) -> (0 2 3) ; C4: (1 1 2 1) -> (0 0 2 3)
60063,13,3,C3+C4+F4,6,1q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 1) -> (0 3 2) ; C4: (1 1 2 1) -> (0 0 3 2) ; F4: (2 1 2 1) -> (0 2 3 0)
60064,12,2,C3+C4,3,0,C3: (1 2 1) -> (0 3 3) ; C4: (2 1 2 1) -> (0 0 3 3)
60065,10,3,C3+C4+F4,39,2q^2 + 3q^3 + 2q^4 + 1q^5,C3: (1 2 1) -> (1 1 3) ; C4: (1 1 2 1) -> (0 1 1 3) ; F4: (2 1 2 1) -> (0 3 1 1)
60066,9,2,C3+C4,48,0,C3: (1 2 1) -> (1 2 2) ; C4: (1 1 2 1) -> (0 1 2 2)
60067,13,3,C3+C4+F4,4,3q^3 + 6q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 1) -> (1 2 3) ; C4: (2 1 2 1) -> (0 1 2 3) ; F4: (3 1 2 1) -> (0 3 2 1)
60068,8,3,C3+C4+F4,198,1q + 3q^2 + 2q^3 + 1q^4,C3: (1 2 1) -> (1 3 1) ; C4: (1 1 2 1) -> (0 1 3 1) ; F4: (1 1 2 1) -> (0 1 3 1)
60069,13,2,C3+C4,3,0,C3: (1 2 1) -> (1 3 2) ; C4: (2 1 2 1) -> (0 1 3 2)
60070,12,2,C3+C4,2,3q^4 + 9q^5 + 15q^6 + 18q^7 + 14q^8 + 10q^9 + 7q^10 + 4q^11 + 2q^12 + 1q^13,C3: (1 2 1) -> (1 3 3) ; C4: (3 1 2 1) -> (0 1 3 3)
60071,13,2,C3+C4,3,0,C3: (1 2 1) -> (2 1 3) ; C4: (2 1 2 1) -> (0 2 1 3)
60072,13,3,C3+C4+F4,5,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 2 1) -> (2 2 2) ; C4: (2 1 2 1) -> (0 2 2 2) ; F4: (2 1 2 1) -> (0 2 2 2)
60073,11,2,C3+C4,2,0,C3: (1 2 1) -> (2 2 3) ; C4: (3 1 2 1) -> (0 2 2 3)
60074,12,2,C3+C4,3,0,C3: (1 2 1) -> (2 3 1) ; C4: (2 1 2 1) -> (0 2 3 1)
60075,12,3,C3+C4+F4,3,2q^3 + 9q^4 + 15q^5 + 15q^6 + 12q^7 + 7q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 2 1) -> (2 3 2) ; C4: (3 1 2 1) -> (0 2 3 2) ; F4: (3 1 2 1) -> (0 2 3 2)
60077,10,3,C3+C4+F4,20,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 1) -> (3 0 3) ; C4: (2 1 2 1) -> (0 3 0 3) ; F4: (2 1 2 1) -> (0 3 0 3)
60078,9,2,C3+C4,24,0,C3: (1 2 1) -> (3 1 2) ; C4: (2 1 2 1) -> (0 3 1 2)
60079,12,3,C3+C4+F4,3,3q^3 + 8q^4 + 10q^5 + 10q^6 + 7q^7 + 4q^8 + 2q^9 + 1q^10,C3: (1 2 1) -> (3 1 3) ; C4: (3 1 2 1) -> (0 3 1 3) ; F4: (3 1 2 1) -> (0 3 1 3)
60080,10,3,C3+C4+F4,39,1q + 2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 2 1) -> (3 2 1) ; C4: (2 1 2 1) -> (0 3 2 1) ; F4: (1 1 2 1) -> (0 1 2 3)
60081,12,2,C3+C4,2,0,C3: (1 2 1) -> (3 2 2) ; C4: (3 1 2 1) -> (0 3 2 2)
60083,8,2,C3+C4,102,0,C3: (1 2 1) -> (3 3 0) ; C4: (2 1 2 1) -> (0 3 3 0)
60084,12,3,C3+C4+F4,4,1q^2 + 5q^3 + 8q^4 + 10q^5 + 7q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 2 1) -> (3 3 1) ; C4: (3 1 2 1) -> (0 3 3 1) ; F4: (2 1 2 1) -> (0 1 3 3)
60087,12,3,C3+C4+F4,9,1q^2 + 3q^3 + 3q^4 + 1q^5 + 1q^6,C3: (1 2 2) -> (0 3 3) ; C4: (1 1 2 2) -> (0 0 3 3) ; F4: (2 2 2 1) -> (0 3 3 0)
60088,14,2,C3+C4,3,0,C3: (1 2 2) -> (1 3 3) ; C4: (2 1 2 2) -> (0 1 3 3)
60089,12,3,C3+C4+F4,8,2q^2 + 6q^3 + 6q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 2 2) -> (2 2 3) ; C4: (2 1 2 2) -> (0 2 2 3) ; F4: (2 2 2 1) -> (0 3 2 2)
60090,11,2,C3+C4,9,0,C3: (1 2 2) -> (2 3 2) ; C4: (2 1 2 2) -> (0 2 3 2)
60091,13,3,C3+C4+F4,3,2q^3 + 9q^4 + 15q^5 + 16q^6 + 13q^7 + 8q^8 + 5q^9 + 2q^10 + 1q^11,C3: (1 2 2) -> (2 3 3) ; C4: (3 1 2 2) -> (0 2 3 3) ; F4: (3 2 2 1) -> (0 3 3 2)
60092,13,2,C3+C4,2,0,C3: (1 2 2) -> (3 2 3) ; C4: (3 1 2 2) -> (0 3 2 3)
60093,13,3,C3+C4+F4,4,1q^2 + 5q^3 + 9q^4 + 11q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 2 2) -> (3 3 2) ; C4: (3 1 2 2) -> (0 3 3 2) ; F4: (2 2 2 1) -> (0 2 3 3)
60095,11,3,C3+C4+F4,7,1q^2 + 5q^3 + 9q^4 + 11q^5 + 8q^6 + 5q^7 + 2q^8 + 1q^9,C3: (1 2 3) -> (3 3 3) ; C4: (3 1 2 3) -> (0 3 3 3) ; F4: (2 3 2 1) -> (0 3 3 3)
60096,14,3,C3+C4+F4,5,1q^3 + 3q^4 + 3q^5 + 1q^6 + 1q^7,C3: (1 3 0) -> (0 2 3) ; C4: (1 1 3 0) -> (0 0 2 3) ; F4: (3 0 3 1) -> (0 3 2 0)
60097,14,2,C3+C4,4,0,C3: (1 3 0) -> (0 3 2) ; C4: (1 1 3 0) -> (0 0 3 2)
60098,13,2,C3+C4,3,2q^4 + 5q^5 + 7q^6 + 6q^7 + 4q^8 + 3q^9 + 1q^10 + 1q^11,C3: (1 3 0) -> (0 3 3) ; C4: (2 1 3 0) -> (0 0 3 3)
60099,12,2,C3+C4,15,0,C3: (1 3 0) -> (1 1 3) ; C4: (1 1 3 0) -> (0 1 1 3)
60100,11,3,C3+C4+F4,21,2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 3 0) -> (1 2 2) ; C4: (1 1 3 0) -> (0 1 2 2) ; F4: (2 0 3 1) -> (0 2 2 1)
60101,14,2,C3+C4,3,0,C3: (1 3 0) -> (1 2 3) ; C4: (2 1 3 0) -> (0 1 2 3)
60102,10,2,C3+C4,33,0,C3: (1 3 0) -> (1 3 1) ; C4: (1 1 3 0) -> (0 1 3 1)
60103,14,3,C3+C4+F4,4,3q^3 + 7q^4 + 9q^5 + 6q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 3 0) -> (1 3 2) ; C4: (2 1 3 0) -> (0 1 3 2) ; F4: (3 0 3 1) -> (0 2 3 1)
60104,14,2,C3+C4,2,0,C3: (1 3 0) -> (1 3 3) ; C4: (3 1 3 0) -> (0 1 3 3)
60105,14,3,C3+C4+F4,4,3q^3 + 6q^4 + 6q^5 + 4q^6 + 2q^7 + 1q^8,C3: (1 3 0) -> (2 1 3) ; C4: (2 1 3 0) -> (0 2 1 3) ; F4: (3 0 3 1) -> (0 3 1 2)
60106,14,2,C3+C4,3,0,C3: (1 3 0) -> (2 2 2) ; C4: (2 1 3 0) -> (0 2 2 2)
60107,13,2,C3+C4,2,4q^4 + 11q^5 + 16q^6 + 15q^7 + 12q^8 + 7q^9 + 5q^10 + 2q^11 + 1q^12,C3: (1 3 0) -> (2 2 3) ; C4: (3 1 3 0) -> (0 2 2 3)
60108,13,3,C3+C4+F4,5,2q^2 + 5q^3 + 6q^4 + 4q^5 + 2q^6 + 1q^7,C3: (1 3 0) -> (2 3 1) ; C4: (2 1 3 0) -> (0 2 3 1) ; F4: (2 0 3 1) -> (0 1 3 2)
60109,14,2,C3+C4,2,0,C3: (1 3 0) -> (2 3 2) ; C4: (3 1 3 0) -> (0 2 3 2)
60111,12,2,C3+C4,6,0,C3: (1 3 0) -> (3 0 3) ; C4: (2 1 3 0) -> (0 3 0 3)
60112,11,3,C3+C4+F4,8,2q^2 + 3q^3 + 4q^4 + 2q^5 + 1q^6,C3: (1 3 0) -> (3 1 2) ; C4: (2 1 3 0) -> (0 3 1 2) ; F4: (2 0 3 1) -> (0 2 1 3)
60113,14,2,C3+C4,2,0,C3: (1 3 0) -> (3 1 3) ; C4: (3 1 3 0) -> (0 3 1 3)
60114,12,2,C3+C4,6,0,C3: (1 3 0) -> (3 2 1) ; C4: (2 1 3 0) -> (0 3 2 1)
60115,14,3,C3+C4+F4,3,3q^3 + 9q^4 + 11q^5 + 12q^6 + 7q^7 + 5q^8 + 2q^9 + 1q^10,C3: (1 3 0) -> (3 2 2) ; C4: (3 1 3 0) -> (0 3 2 2) ; F4: (3 0 3 1) -> (0 2 2 3)
60117,10,3,C3+C4+F4,21,1q + 1q^2 + 3q^3 + 1q^4 + 1q^5,C3: (1 3 0) -> (3 3 0) ; C4: (2 1 3 0) -> (0 3 3 0) ; F4: (1 0 3 1) -> (0 0 3 3)
60118,14,2,C3+C4,2,0,C3: (1 3 0) -> (3 3 1) ; C4: (3 1 3 0) -> (0 3 3 1)
60121,13,2,C3+C4,4,0,C3: (1 3 1) -> (0 3 3) ; C4: (1 1 3 1) -> (0 0 3 3)
60122,9,3,C3+C4+F4,39,2q^2 + 4q^3 + 2q^4 + 1q^5,C3: (1 3 1) -> (1 2 3) ; C4: (1 1 3 1) -> (0 1 2 3) ; F4: (2 1 3 1) -> (0 3 2 1)
60123,8,2,C3+C4,138,0,C3: (1 3 1) -> (1 3 2) ; C4: (1 1 3 1) -> (0 1 3 2)
60124,13,3,C3+C4+F4,4,3q^3 + 7q^4 + 10q^5 + 7q^6 + 4q^7 + 2q^8 + 1q^9,C3: (1 3 1) -> (1 3 3) ; C4: (2 1 3 1) -> (0 1 3 3) ; F4: (3 1 3 1) -> (0 3 3 1)
60125,13,2,C3+C4,3,0,C3: (1 3 1) -> (2 2 3) ; C4: (2 1 3 1) -> (0 2 2 3)
60126,12,3,C3+C4+F4,5,2q^2 + 6q^3 + 7q^4 + 5q^5 + 2q^6 + 1q^7,C3: (1 3 1) -> (2 3 2) ; C4: (2 1 3 1) -> (0 2 3 2) ; F4: (2 1 3 1) -> (0 2 3 2)
