class_id,vertices,n_types,types,n_realizations,K,one_example_mu_to_lambda_per_type
10415,5,3,B2+B3+C3,18,1q^3 + 1q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B2: (10 0) -> (10 6) ; B3: (3 5 0) -> (0 5 6) ; C3: (6 0 5) -> (0 6 5)
10416,5,2,B2+C3,8,0,B2: (10 0) -> (11 5) ; C3: (6 0 5) -> (0 5 6)
10417,6,2,B2+B3,4,2q^5 + 2q^6 + 3q^7 + 2q^8 + 2q^9 + 1q^10 + 1q^11,B2: (5 0) -> (6 6) ; B3: (4 5 0) -> (0 6 6)
10418,5,2,B2+C3,8,0,B2: (10 1) -> (11 6) ; C3: (6 1 5) -> (0 6 6)
10832,2,2,A1+B2,42,0,A1: (0) -> (7) ; B2: (0 10) -> (7 3)
10834,6,2,A2+A3,22,1q^7 + 1q^8,A2: (0 0) -> (1 7) ; A3: (0 0 3) -> (7 1 0)
10837,6,2,A2+A3,16,1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11,A2: (0 0) -> (4 7) ; A3: (0 0 5) -> (7 4 0)
10840,6,2,A2+A3,5,1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11 + 1q^12 + 1q^13 + 1q^14,A2: (0 0) -> (7 7) ; A3: (0 0 7) -> (7 7 0)
10841,5,2,A2+A3,60,1q^6,A2: (0 1) -> (0 7) ; A3: (0 1 4) -> (0 7 0)
10844,6,2,A2+A3,20,1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (0 1) -> (3 7) ; A3: (0 1 5) -> (3 7 0)
10847,6,2,A2+A3,14,1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11 + 1q^12,A2: (0 1) -> (6 7) ; A3: (0 1 6) -> (6 7 0)
10850,6,2,A2+A3,22,1q^6 + 1q^7 + 1q^8,A2: (0 1) -> (7 2) ; A3: (0 1 3) -> (7 2 0)
10853,6,2,A2+A3,16,1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11,A2: (0 1) -> (7 5) ; A3: (0 1 5) -> (7 5 0)
10857,5,2,A2+A3,56,1q^5 + 1q^6 + 1q^7,A2: (0 2) -> (2 7) ; A3: (0 2 4) -> (2 7 0)
10860,6,2,A2+A3,18,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10,A2: (0 2) -> (5 7) ; A3: (0 2 5) -> (5 7 0)
10862,5,2,A2+A3,64,1q^5,A2: (0 2) -> (7 0) ; A3: (0 2 1) -> (7 0 0)
10865,6,2,A2+A3,22,1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (0 2) -> (7 3) ; A3: (0 2 3) -> (7 3 0)
10868,6,2,A2+A3,16,1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11,A2: (0 2) -> (7 6) ; A3: (0 2 5) -> (7 6 0)
10871,5,2,A2+A3,52,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (0 3) -> (4 7) ; A3: (0 3 4) -> (4 7 0)
10875,4,2,A2+A3,432,1q^4 + 1q^5,A2: (0 10) -> (7 8) ; A3: (0 3 1) -> (7 1 0)
10878,6,2,A2+A3,22,1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (0 3) -> (7 4) ; A3: (0 3 3) -> (7 4 0)
10881,6,2,A2+A3,16,1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11,A2: (0 3) -> (7 7) ; A3: (0 3 5) -> (7 7 0)
10883,5,2,A2+A3,48,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (0 4) -> (6 7) ; A3: (0 4 4) -> (6 7 0)
10886,5,2,A2+A3,96,1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (0 10) -> (7 11) ; A3: (0 4 3) -> (7 5 0)
10891,5,2,A2+A3,60,1q^5 + 1q^6,A2: (1 1) -> (1 7) ; A3: (1 1 2) -> (7 1 0)
10894,6,2,A2+A3,20,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (1 1) -> (4 7) ; A3: (1 1 4) -> (7 4 0)
10897,6,2,A2+A3,7,1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10 + 1q^11 + 1q^12,A2: (1 1) -> (7 7) ; A3: (1 1 6) -> (7 7 0)
10899,5,2,A2+A3,56,1q^4 + 1q^5 + 1q^6 + 1q^7,A2: (1 2) -> (3 7) ; A3: (1 2 4) -> (3 7 0)
10902,6,2,A2+A3,18,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10,A2: (1 2) -> (6 7) ; A3: (1 2 5) -> (6 7 0)
10904,5,2,A2+A3,60,1q^4 + 1q^5 + 1q^6,A2: (1 2) -> (7 2) ; A3: (1 2 2) -> (7 2 0)
10907,6,2,A2+A3,20,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (1 2) -> (7 5) ; A3: (1 2 4) -> (7 5 0)
10911,5,2,A2+A3,52,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (1 3) -> (5 7) ; A3: (1 3 4) -> (5 7 0)
10914,4,2,A2+A3,408,1q^4 + 1q^5 + 1q^6,A2: (1 10) -> (7 10) ; A3: (1 3 2) -> (7 3 0)
10917,6,2,A2+A3,20,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (1 3) -> (7 6) ; A3: (1 3 4) -> (7 6 0)
10922,5,2,A2+A3,48,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9,A2: (1 4) -> (7 7) ; A3: (1 4 4) -> (7 7 0)
10924,5,2,A2+A3,56,1q^4 + 1q^5 + 1q^6 + 1q^7,A2: (2 2) -> (4 7) ; A3: (2 2 3) -> (7 4 0)
10927,6,2,A2+A3,9,1q^5 + 1q^6 + 1q^7 + 1q^8 + 1q^9 + 1q^10,A2: (2 2) -> (7 7) ; A3: (2 2 5) -> (7 7 0)
10929,5,2,A2+A3,52,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (2 3) -> (6 7) ; A3: (2 3 4) -> (6 7 0)
10931,4,2,A2+A3,272,1q^4 + 1q^5 + 1q^6 + 1q^7,A2: (10 2) -> (12 7) ; A3: (2 3 3) -> (7 5 0)
10936,4,2,A2+A3,76,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,A2: (3 3) -> (7 7) ; A3: (3 3 4) -> (7 7 0)
22963,12,3,B3+B4+F4,5,1q^2 + 1q^4 + 1q^6,B3: (0 0 0) -> (0 0 2) ; B4: (1 0 0 0) -> (0 0 0 2) ; F4: (0 0 0 3) -> (0 0 2 0)
22965,13,3,B3+B4+F4,6,1q + 1q^3 + 1q^5,B3: (0 0 0) -> (0 1 0) ; B4: (1 0 0 0) -> (0 0 1 0) ; F4: (0 0 0 2) -> (0 1 0 0)
22967,13,2,B3+B4,3,1q^3 + 2q^5 + 1q^6 + 3q^7 + 1q^8 + 2q^9 + 1q^10 + 1q^11,B3: (0 0 0) -> (0 1 2) ; B4: (2 0 0 0) -> (0 0 1 2)
22969,13,2,B3+B4,3,1q^2 + 2q^4 + 2q^6 + 2q^8 + 1q^10,B3: (0 0 0) -> (0 2 0) ; B4: (2 0 0 0) -> (0 0 2 0)
22971,14,2,B3+B4,2,1q^4 + 3q^6 + 1q^7 + 5q^8 + 2q^9 + 6q^10 + 3q^11 + 5q^12 + 2q^13 + 3q^14 + 1q^15 + 1q^16,B3: (0 0 0) -> (0 2 2) ; B4: (3 0 0 0) -> (0 0 2 2)
22973,14,2,B3+B4,2,1q^3 + 2q^5 + 3q^7 + 4q^9 + 3q^11 + 1q^12 + 2q^13 + 1q^15,B3: (0 0 0) -> (0 3 0) ; B4: (3 0 0 0) -> (0 0 3 0)
22977,10,3,B3+B4+F4,24,1q^3,B3: (0 0 0) -> (1 0 0) ; B4: (1 0 0 0) -> (0 1 0 0) ; F4: (0 0 0 1) -> (1 0 0 0)
22979,13,2,B3+B4,3,1q^3 + 1q^4 + 2q^5 + 1q^6 + 2q^7 + 1q^8 + 1q^9,B3: (0 0 0) -> (1 0 2) ; B4: (2 0 0 0) -> (0 1 0 2)
22981,12,3,B3+B4+F4,4,1q^4 + 1q^5 + 1q^6 + 1q^7 + 1q^8,B3: (0 0 0) -> (1 1 0) ; B4: (2 0 0 0) -> (0 1 1 0) ; F4: (0 0 0 3) -> (1 1 0 0)
22983,14,2,B3+B4,2,1q^4 + 2q^5 + 3q^6 + 4q^7 + 5q^8 + 5q^9 + 5q^10 + 4q^11 + 3q^12 + 2q^13 + 1q^14,B3: (0 0 0) -> (1 1 2) ; B4: (3 0 0 0) -> (0 1 1 2)
22985,14,2,B3+B4,2,1q^5 + 1q^6 + 2q^7 + 2q^8 + 3q^9 + 2q^10 + 2q^11 + 1q^12 + 1q^13,B3: (0 0 0) -> (1 2 0) ; B4: (3 0 0 0) -> (0 1 2 0)
22993,13,3,B3+B4+F4,5,1q^2 + 1q^4 + 1q^6,B3: (0 0 0) -> (2 0 0) ; B4: (2 0 0 0) -> (0 2 0 0) ; F4: (0 0 0 2) -> (2 0 0 0)
22995,14,2,B3+B4,2,1q^4 + 3q^6 + 1q^7 + 4q^8 + 2q^9 + 3q^10 + 1q^11 + 1q^12,B3: (0 0 0) -> (2 0 2) ; B4: (3 0 0 0) -> (0 2 0 2)
22997,14,2,B3+B4,2,1q^3 + 2q^5 + 1q^6 + 3q^7 + 1q^8 + 2q^9 + 1q^10 + 1q^11,B3: (0 0 0) -> (2 1 0) ; B4: (3 0 0 0) -> (0 2 1 0)
23009,13,3,B3+B4+F4,3,1q^5 + 1q^7 + 1q^9,B3: (0 0 0) -> (3 0 0) ; B4: (3 0 0 0) -> (0 3 0 0) ; F4: (0 0 0 3) -> (3 0 0 0)
23026,11,3,B3+B4+F4,5,1q^2 + 1q^3 + 1q^4 + 1q^6,B3: (0 0 1) -> (0 0 3) ; B4: (1 0 0 1) -> (0 0 0 3) ; F4: (0 0 1 3) -> (0 0 3 0)
23028,12,3,B3+B4+F4,6,1q + 1q^2 + 1q^3 + 1q^4 + 1q^5,B3: (0 0 1) -> (0 1 1) ; B4: (1 0 0 1) -> (0 0 1 1) ; F4: (0 0 1 2) -> (0 1 1 0)
23030,13,2,B3+B4,3,1q^3 + 2q^4 + 3q^5 + 3q^6 + 3q^7 + 2q^8 + 2q^9 + 1q^10 + 1q^11,B3: (0 0 1) -> (0 1 3) ; B4: (2 0 0 1) -> (0 0 1 3)
23032,13,2,B3+B4,3,1q^2 + 1q^3 + 2q^4 + 2q^5 + 3q^6 + 2q^7 + 2q^8 + 1q^9 + 1q^10,B3: (0 0 1) -> (0 2 1) ; B4: (2 0 0 1) -> (0 0 2 1)
23034,12,2,B3+B4,2,1q^4 + 2q^5 + 4q^6 + 5q^7 + 7q^8 + 6q^9 + 7q^10 + 5q^11 + 5q^12 + 3q^13 + 3q^14 + 1q^15 + 1q^16,B3: (0 0 1) -> (0 2 3) ; B4: (3 0 0 1) -> (0 0 2 3)
23036,12,2,B3+B4,2,1q^3 + 1q^4 + 2q^5 + 3q^6 + 4q^7 + 4q^8 + 5q^9 + 4q^10 + 4q^11 + 3q^12 + 2q^13 + 1q^14 + 1q^15,B3: (0 0 1) -> (0 3 1) ; B4: (3 0 0 1) -> (0 0 3 1)
23039,8,3,B3+B4+F4,90,1q + 1q^2 + 1q^3,B3: (0 0 1) -> (1 0 1) ; B4: (1 0 0 1) -> (0 1 0 1) ; F4: (0 0 1 1) -> (1 0 1 0)
23041,13,2,B3+B4,3,2q^3 + 2q^4 + 3q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B3: (0 0 1) -> (1 0 3) ; B4: (2 0 0 1) -> (0 1 0 3)
23043,12,3,B3+B4+F4,4,1q^2 + 2q^3 + 3q^4 + 3q^5 + 2q^6 + 2q^7 + 1q^8,B3: (0 0 1) -> (1 1 1) ; B4: (2 0 0 1) -> (0 1 1 1) ; F4: (0 0 1 3) -> (1 1 1 0)
23045,12,2,B3+B4,2,2q^4 + 4q^5 + 6q^6 + 8q^7 + 8q^8 + 7q^9 + 6q^10 + 5q^11 + 3q^12 + 2q^13 + 1q^14,B3: (0 0 1) -> (1 1 3) ; B4: (3 0 0 1) -> (0 1 1 3)
23047,12,2,B3+B4,2,1q^3 + 2q^4 + 4q^5 + 5q^6 + 6q^7 + 6q^8 + 6q^9 + 4q^10 + 3q^11 + 2q^12 + 1q^13,B3: (0 0 1) -> (1 2 1) ; B4: (3 0 0 1) -> (0 1 2 1)
23055,13,3,B3+B4+F4,5,1q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,B3: (0 0 1) -> (2 0 1) ; B4: (2 0 0 1) -> (0 2 0 1) ; F4: (0 0 1 2) -> (2 0 1 0)
23057,12,2,B3+B4,2,2q^4 + 3q^5 + 5q^6 + 4q^7 + 5q^8 + 3q^9 + 3q^10 + 1q^11 + 1q^12,B3: (0 0 1) -> (2 0 3) ; B4: (3 0 0 1) -> (0 2 0 3)
23059,12,2,B3+B4,2,1q^3 + 2q^4 + 4q^5 + 5q^6 + 5q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11,B3: (0 0 1) -> (2 1 1) ; B4: (3 0 0 1) -> (0 2 1 1)
23071,11,3,B3+B4+F4,3,1q^3 + 1q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B3: (0 0 1) -> (3 0 1) ; B4: (3 0 0 1) -> (0 3 0 1) ; F4: (0 0 1 3) -> (3 0 1 0)
23086,13,3,B3+B4+F4,6,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,B3: (0 0 2) -> (0 1 2) ; B4: (1 0 0 2) -> (0 0 1 2) ; F4: (0 0 2 2) -> (0 1 2 0)
23088,12,3,B3+B4+F4,7,1q^2 + 1q^4,B3: (0 0 2) -> (0 2 0) ; B4: (1 0 0 2) -> (0 0 2 0) ; F4: (0 0 2 1) -> (0 2 0 0)
23090,14,2,B3+B4,3,1q^2 + 1q^3 + 4q^4 + 3q^5 + 5q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,B3: (0 0 2) -> (0 2 2) ; B4: (2 0 0 2) -> (0 0 2 2)
23092,13,3,B3+B4+F4,4,1q^3 + 2q^5 + 1q^6 + 2q^7 + 1q^9,B3: (0 0 2) -> (0 3 0) ; B4: (2 0 0 2) -> (0 0 3 0) ; F4: (0 0 2 3) -> (0 3 0 0)
23094,14,2,B3+B4,2,1q^3 + 1q^4 + 4q^5 + 4q^6 + 8q^7 + 6q^8 + 9q^9 + 5q^10 + 6q^11 + 3q^12 + 3q^13 + 1q^14 + 1q^15,B3: (0 0 2) -> (0 3 2) ; B4: (3 0 0 2) -> (0 0 3 2)
23098,13,3,B3+B4+F4,4,1q^2 + 3q^3 + 4q^4 + 4q^5 + 3q^6 + 2q^7 + 1q^8,B3: (0 0 2) -> (1 1 2) ; B4: (2 0 0 2) -> (0 1 1 2) ; F4: (0 0 2 3) -> (1 1 2 0)
23100,14,3,B3+B4+F4,5,1q^2 + 2q^3 + 2q^4 + 2q^5 + 1q^6 + 1q^7,B3: (0 0 2) -> (1 2 0) ; B4: (2 0 0 2) -> (0 1 2 0) ; F4: (0 0 2 2) -> (1 2 0 0)
23102,14,2,B3+B4,2,1q^3 + 3q^4 + 6q^5 + 8q^6 + 10q^7 + 9q^8 + 8q^9 + 5q^10 + 4q^11 + 2q^12 + 1q^13,B3: (0 0 2) -> (1 2 2) ; B4: (3 0 0 2) -> (0 1 2 2)
23104,14,2,B3+B4,2,1q^3 + 2q^4 + 3q^5 + 4q^6 + 4q^7 + 4q^8 + 3q^9 + 2q^10 + 1q^11 + 1q^12,B3: (0 0 2) -> (1 3 0) ; B4: (3 0 0 2) -> (0 1 3 0)
23108,14,3,B3+B4+F4,5,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,B3: (0 0 2) -> (2 0 2) ; B4: (2 0 0 2) -> (0 2 0 2) ; F4: (0 0 2 2) -> (2 0 2 0)
23110,13,3,B3+B4+F4,6,1q^3 + 1q^4 + 1q^5,B3: (0 0 2) -> (2 1 0) ; B4: (2 0 0 2) -> (0 2 1 0) ; F4: (0 0 2 1) -> (2 1 0 0)
23112,14,2,B3+B4,2,2q^3 + 4q^4 + 8q^5 + 8q^6 + 8q^7 + 5q^8 + 4q^9 + 2q^10 + 1q^11,B3: (0 0 2) -> (2 1 2) ; B4: (3 0 0 2) -> (0 2 1 2)
23114,13,3,B3+B4+F4,3,2q^4 + 2q^5 + 4q^6 + 2q^7 + 3q^8 + 1q^9 + 1q^10,B3: (0 0 2) -> (2 2 0) ; B4: (3 0 0 2) -> (0 2 2 0) ; F4: (0 0 2 3) -> (2 2 0 0)
23123,13,3,B3+B4+F4,3,1q^3 + 2q^4 + 4q^5 + 3q^6 + 3q^7 + 1q^8 + 1q^9,B3: (0 0 2) -> (3 0 2) ; B4: (3 0 0 2) -> (0 3 0 2) ; F4: (0 0 2 3) -> (3 0 2 0)
23125,14,3,B3+B4+F4,4,1q^3 + 2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,B3: (0 0 2) -> (3 1 0) ; B4: (3 0 0 2) -> (0 3 1 0) ; F4: (0 0 2 2) -> (3 1 0 0)
23137,11,3,B3+B4+F4,9,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,B3: (0 0 3) -> (0 1 3) ; B4: (1 0 0 3) -> (0 0 1 3) ; F4: (0 0 3 2) -> (0 1 3 0)
23138,10,3,B3+B4+F4,10,1q^2 + 1q^3 + 1q^4,B3: (0 0 3) -> (0 2 1) ; B4: (1 0 0 3) -> (0 0 2 1) ; F4: (0 0 3 1) -> (0 2 1 0)
23140,14,2,B3+B4,3,1q^2 + 1q^3 + 4q^4 + 4q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,B3: (0 0 3) -> (0 2 3) ; B4: (2 0 0 3) -> (0 0 2 3)
23142,13,3,B3+B4+F4,4,1q^3 + 2q^4 + 3q^5 + 3q^6 + 2q^7 + 1q^8 + 1q^9,B3: (0 0 3) -> (0 3 1) ; B4: (2 0 0 3) -> (0 0 3 1) ; F4: (0 0 3 3) -> (0 3 1 0)
23144,14,2,B3+B4,2,1q^3 + 1q^4 + 4q^5 + 6q^6 + 9q^7 + 9q^8 + 10q^9 + 7q^10 + 6q^11 + 4q^12 + 3q^13 + 1q^14 + 1q^15,B3: (0 0 3) -> (0 3 3) ; B4: (3 0 0 3) -> (0 0 3 3)
23146,13,3,B3+B4+F4,4,1q^2 + 3q^3 + 5q^4 + 5q^5 + 3q^6 + 2q^7 + 1q^8,B3: (0 0 3) -> (1 1 3) ; B4: (2 0 0 3) -> (0 1 1 3) ; F4: (0 0 3 3) -> (1 1 3 0)
23148,14,3,B3+B4+F4,5,1q^2 + 3q^3 + 3q^4 + 3q^5 + 2q^6 + 1q^7,B3: (0 0 3) -> (1 2 1) ; B4: (2 0 0 3) -> (0 1 2 1) ; F4: (0 0 3 2) -> (1 2 1 0)
23150,14,2,B3+B4,2,1q^3 + 3q^4 + 8q^5 + 11q^6 + 13q^7 + 11q^8 + 9q^9 + 6q^10 + 4q^11 + 2q^12 + 1q^13,B3: (0 0 3) -> (1 2 3) ; B4: (3 0 0 3) -> (0 1 2 3)
23152,14,2,B3+B4,2,1q^3 + 3q^4 + 5q^5 + 7q^6 + 8q^7 + 7q^8 + 5q^9 + 3q^10 + 2q^11 + 1q^12,B3: (0 0 3) -> (1 3 1) ; B4: (3 0 0 3) -> (0 1 3 1)
23155,12,3,B3+B4+F4,8,2q^2 + 2q^3 + 3q^4 + 1q^5 + 1q^6,B3: (0 0 3) -> (2 0 3) ; B4: (2 0 0 3) -> (0 2 0 3) ; F4: (0 0 3 2) -> (2 0 3 0)
23156,11,3,B3+B4+F4,9,1q^2 + 2q^3 + 2q^4 + 1q^5,B3: (0 0 3) -> (2 1 1) ; B4: (2 0 0 3) -> (0 2 1 1) ; F4: (0 0 3 1) -> (2 1 1 0)
23158,14,2,B3+B4,2,2q^3 + 5q^4 + 9q^5 + 10q^6 + 9q^7 + 6q^8 + 4q^9 + 2q^10 + 1q^11,B3: (0 0 3) -> (2 1 3) ; B4: (3 0 0 3) -> (0 2 1 3)
23160,13,3,B3+B4+F4,3,1q^3 + 4q^4 + 6q^5 + 7q^6 + 5q^7 + 4q^8 + 2q^9 + 1q^10,B3: (0 0 3) -> (2 2 1) ; B4: (3 0 0 3) -> (0 2 2 1) ; F4: (0 0 3 3) -> (2 2 1 0)
23168,13,3,B3+B4+F4,3,2q^3 + 3q^4 + 5q^5 + 4q^6 + 3q^7 + 1q^8 + 1q^9,B3: (0 0 3) -> (3 0 3) ; B4: (3 0 0 3) -> (0 3 0 3) ; F4: (0 0 3 3) -> (3 0 3 0)
23170,14,3,B3+B4+F4,4,1q^3 + 3q^4 + 4q^5 + 3q^6 + 2q^7 + 1q^8,B3: (0 0 3) -> (3 1 1) ; B4: (3 0 0 3) -> (0 3 1 1) ; F4: (0 0 3 2) -> (3 1 1 0)
23183,14,3,B3+B4+F4,5,2q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,B3: (0 1 0) -> (0 1 2) ; B4: (1 0 1 0) -> (0 0 1 2) ; F4: (0 1 0 3) -> (0 1 2 0)
23185,13,3,B3+B4+F4,6,1q + 2q^3 + 1q^5,B3: (0 1 0) -> (0 2 0) ; B4: (1 0 1 0) -> (0 0 2 0) ; F4: (0 1 0 2) -> (0 2 0 0)
23187,13,2,B3+B4,3,2q^3 + 1q^4 + 5q^5 + 3q^6 + 5q^7 + 2q^8 + 3q^9 + 1q^10 + 1q^11,B3: (0 1 0) -> (0 2 2) ; B4: (2 0 1 0) -> (0 0 2 2)
23189,12,2,B3+B4,3,1q^2 + 3q^4 + 3q^6 + 1q^7 + 2q^8 + 1q^10,B3: (0 1 0) -> (0 3 0) ; B4: (2 0 1 0) -> (0 0 3 0)
23191,13,2,B3+B4,2,2q^4 + 1q^5 + 6q^6 + 4q^7 + 9q^8 + 6q^9 + 9q^10 + 5q^11 + 6q^12 + 3q^13 + 3q^14 + 1q^15 + 1q^16,B3: (0 1 0) -> (0 3 2) ; B4: (3 0 1 0) -> (0 0 3 2)
23194,11,3,B3+B4+F4,21,1q + 2q^2 + 1q^3 + 1q^4,B3: (0 1 0) -> (1 0 2) ; B4: (1 0 1 0) -> (0 1 0 2) ; F4: (0 1 0 2) -> (1 0 2 0)
23196,10,3,B3+B4+F4,90,1q^2 + 1q^3,B3: (0 1 0) -> (1 1 0) ; B4: (1 0 1 0) -> (0 1 1 0) ; F4: (0 1 0 1) -> (1 1 0 0)
23198,12,2,B3+B4,3,1q^2 + 3q^3 + 5q^4 + 5q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9,B3: (0 1 0) -> (1 1 2) ; B4: (2 0 1 0) -> (0 1 1 2)
23200,13,3,B3+B4+F4,4,1q^3 + 2q^4 + 2q^5 + 2q^6 + 1q^7 + 1q^8,B3: (0 1 0) -> (1 2 0) ; B4: (2 0 1 0) -> (0 1 2 0) ; F4: (0 1 0 3) -> (1 2 0 0)
23202,13,2,B3+B4,2,1q^3 + 3q^4 + 6q^5 + 9q^6 + 10q^7 + 11q^8 + 9q^9 + 8q^10 + 5q^11 + 4q^12 + 2q^13 + 1q^14,B3: (0 1 0) -> (1 2 2) ; B4: (3 0 1 0) -> (0 1 2 2)
23204,13,2,B3+B4,2,1q^4 + 2q^5 + 3q^6 + 4q^7 + 4q^8 + 4q^9 + 3q^10 + 2q^11 + 1q^12 + 1q^13,B3: (0 1 0) -> (1 3 0) ; B4: (3 0 1 0) -> (0 1 3 0)
23209,13,3,B3+B4+F4,4,3q^3 + 2q^4 + 3q^5 + 1q^6 + 1q^7,B3: (0 1 0) -> (2 0 2) ; B4: (2 0 1 0) -> (0 2 0 2) ; F4: (0 1 0 3) -> (2 0 2 0)
23211,12,3,B3+B4+F4,5,2q^2 + 1q^3 + 2q^4 + 1q^5 + 1q^6,B3: (0 1 0) -> (2 1 0) ; B4: (2 0 1 0) -> (0 2 1 0) ; F4: (0 1 0 2) -> (2 1 0 0)
23213,13,2,B3+B4,2,4q^4 + 5q^5 + 9q^6 + 8q^7 + 8q^8 + 5q^9 + 4q^10 + 2q^11 + 1q^12,B3: (0 1 0) -> (2 1 2) ; B4: (3 0 1 0) -> (0 2 1 2)
23215,12,2,B3+B4,2,2q^3 + 1q^4 + 5q^5 + 3q^6 + 5q^7 + 2q^8 + 3q^9 + 1q^10 + 1q^11,B3: (0 1 0) -> (2 2 0) ; B4: (3 0 1 0) -> (0 2 2 0)
23223,11,3,B3+B4+F4,9,1q^4,B3: (0 1 0) -> (3 0 0) ; B4: (2 0 1 0) -> (0 3 0 0) ; F4: (0 1 0 1) -> (3 0 0 0)
23225,12,2,B3+B4,2,1q^3 + 3q^4 + 3q^5 + 5q^6 + 3q^7 + 3q^8 + 1q^9 + 1q^10,B3: (0 1 0) -> (3 0 2) ; B4: (3 0 1 0) -> (0 3 0 2)
23227,13,3,B3+B4+F4,3,1q^4 + 2q^5 + 2q^6 + 2q^7 + 1q^8 + 1q^9,B3: (0 1 0) -> (3 1 0) ; B4: (3 0 1 0) -> (0 3 1 0) ; F4: (0 1 0 3) -> (3 1 0 0)
23240,13,3,B3+B4+F4,5,2q^2 + 2q^3 + 2q^4 + 1q^5 + 1q^6,B3: (0 1 1) -> (0 1 3) ; B4: (1 0 1 1) -> (0 0 1 3) ; F4: (0 1 1 3) -> (0 1 3 0)
23241,12,3,B3+B4+F4,6,1q + 1q^2 + 2q^3 + 1q^4 + 1q^5,B3: (0 1 1) -> (0 2 1) ; B4: (1 0 1 1) -> (0 0 2 1) ; F4: (0 1 1 2) -> (0 2 1 0)
23243,12,2,B3+B4,3,2q^3 + 3q^4 + 6q^5 + 5q^6 + 5q^7 + 3q^8 + 3q^9 + 1q^10 + 1q^11,B3: (0 1 1) -> (0 2 3) ; B4: (2 0 1 1) -> (0 0 2 3)
23245,11,2,B3+B4,3,1q^2 + 1q^3 + 3q^4 + 3q^5 + 4q^6 + 3q^7 + 2q^8 + 1q^9 + 1q^10,B3: (0 1 1) -> (0 3 1) ; B4: (2 0 1 1) -> (0 0 3 1)
23247,13,2,B3+B4,2,2q^4 + 3q^5 + 7q^6 + 9q^7 + 11q^8 + 10q^9 + 10q^10 + 7q^11 + 6q^12 + 4q^13 + 3q^14 + 1q^15 + 1q^16,B3: (0 1 1) -> (0 3 3) ; B4: (3 0 1 1) -> (0 0 3 3)
23248,9,3,B3+B4+F4,39,1q + 2q^2 + 1q^3 + 1q^4,B3: (0 1 1) -> (1 0 3) ; B4: (1 0 1 1) -> (0 1 0 3) ; F4: (0 1 1 2) -> (1 0 3 0)
23249,8,3,B3+B4+F4,378,1q + 2q^2 + 1q^3,B3: (0 1 1) -> (1 1 1) ; B4: (1 0 1 1) -> (0 1 1 1) ; F4: (0 1 1 1) -> (1 1 1 0)
23251,11,2,B3+B4,3,1q^2 + 4q^3 + 6q^4 + 6q^5 + 5q^6 + 3q^7 + 2q^8 + 1q^9,B3: (0 1 1) -> (1 1 3) ; B4: (2 0 1 1) -> (0 1 1 3)
23253,12,3,B3+B4+F4,4,1q^2 + 3q^3 + 5q^4 + 4q^5 + 3q^6 + 2q^7 + 1q^8,B3: (0 1 1) -> (1 2 1) ; B4: (2 0 1 1) -> (0 1 2 1) ; F4: (0 1 1 3) -> (1 2 1 0)
